week_start,truck_id,allocated_for_shipping,avg_cycle_time_min,trip_count,tonnage_moved_ton,road_flood_flag,crossing_queue_flag,jetty_id,truck_id_num,jetty_id_num,supply_per_trip_ton,ton_per_hour,trip_efficiency_score,weekly_truck_supply_ton,weekly_trips_total,avg_cycle_time_weighted,weekly_rain_mm,heavy_rain_flag,avg_wind_ms,max_wind_ms,wind_gust_flag,jetty_weather_index,weekly_ship_demand_ton,supply_alignment_ratio,estimated_queue_hours,truck_to_ship_utilization,reassign_flag,supply_vs_capacity_check,weekly_truck_supply_ton_lag1,weekly_truck_supply_ton_roll4
2023-01-09,shiptruck_8,1,95,18,516.8,0,0,jetty_primary,19,1,28.71111111111111,326.4,0.18947368421052632,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_20,1,109,16,427.1,0,0,jetty_primary,13,1,26.69375,235.10091743119267,0.14678899082568808,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_3,1,116,20,490.9,0,0,jetty_primary,14,1,24.544999999999998,253.91379310344826,0.1724137931034483,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_13,1,108,34,914.3,0,0,jetty_primary,5,1,26.891176470588235,507.9444444444444,0.3148148148148148,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_1,1,117,30,967.2,0,0,jetty_primary,1,1,32.24,496.00000000000006,0.2564102564102564,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_9,1,105,17,446.8,0,0,jetty_primary,20,1,26.28235294117647,255.31428571428572,0.1619047619047619,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_6,0,0,0,0.0,0,0,jetty_primary,17,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_7,0,0,0,0.0,0,0,jetty_primary,18,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_10,0,0,0,0.0,0,0,jetty_primary,2,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_11,0,0,0,0.0,0,0,jetty_primary,3,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_12,0,0,0,0.0,0,0,jetty_primary,4,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_16,0,0,0,0.0,0,0,jetty_primary,8,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_18,0,0,0,0.0,0,0,jetty_primary,10,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-09,shiptruck_19,0,0,0,0.0,0,0,jetty_primary,11,1,,,,5353.7,197,56.0,,,,,,,5353.7,1.0,0.0,1.0,,,5353.7,5353.7
2023-01-16,shiptruck_20,1,111,28,796.2,0,1,jetty_primary,13,1,28.435714285714287,430.3783783783784,0.25225225225225223,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,5353.7,6070.275
2023-01-16,shiptruck_12,1,110,15,326.1,0,0,jetty_primary,4,1,21.740000000000002,177.8727272727273,0.13636363636363635,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,6786.85
2023-01-16,shiptruck_17,1,106,31,843.6,0,1,jetty_primary,9,1,27.212903225806453,477.50943396226415,0.29245283018867924,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,7503.425000000001
2023-01-16,shiptruck_11,1,103,17,364.5,0,0,jetty_primary,3,1,21.441176470588236,212.33009708737865,0.1650485436893204,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_6,1,92,32,939.3,0,1,jetty_primary,17,1,29.353125,612.586956521739,0.34782608695652173,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_13,1,107,29,770.7,0,0,jetty_primary,5,1,26.57586206896552,432.1682242990654,0.27102803738317754,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_19,1,97,15,455.5,0,0,jetty_primary,11,1,30.366666666666667,281.7525773195876,0.15463917525773196,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_7,1,92,32,962.2,0,0,jetty_primary,18,1,30.06875,627.5217391304348,0.34782608695652173,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_10,1,109,15,441.7,0,1,jetty_primary,2,1,29.446666666666665,243.13761467889907,0.13761467889908258,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_8,1,117,16,371.8,0,0,jetty_primary,19,1,23.2375,190.66666666666669,0.13675213675213677,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_14,1,119,31,741.2,0,0,jetty_primary,6,1,23.90967741935484,373.7142857142857,0.2605042016806723,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_5,1,97,26,675.4,0,0,jetty_primary,16,1,25.976923076923075,417.77319587628864,0.26804123711340205,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_15,1,92,22,531.8,1,0,jetty_primary,7,1,24.172727272727272,346.8260869565217,0.2391304347826087,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_1,0,0,0,0.0,0,0,jetty_primary,1,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_2,0,0,0,0.0,0,0,jetty_primary,12,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_3,0,0,0,0.0,0,0,jetty_primary,14,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_4,0,0,0,0.0,0,0,jetty_primary,15,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_9,0,0,0,0.0,0,0,jetty_primary,20,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_16,0,0,0,0.0,0,0,jetty_primary,8,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-16,shiptruck_18,0,0,0,0.0,0,0,jetty_primary,10,1,,,,8220.0,309,67.6,,,,,,,8220.0,1.0,0.0,1.0,,,8220.0,8220.0
2023-01-23,shiptruck_10,1,108,19,485.3,0,0,jetty_primary,2,1,25.542105263157897,269.6111111111111,0.17592592592592593,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,8220.0,8034.375
2023-01-23,shiptruck_16,1,103,34,884.9,0,0,jetty_primary,8,1,26.026470588235295,515.4757281553399,0.3300970873786408,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7848.75
2023-01-23,shiptruck_4,1,90,19,503.5,1,1,jetty_primary,15,1,26.5,335.6666666666667,0.2111111111111111,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7663.125
2023-01-23,shiptruck_3,1,99,33,1009.9,0,0,jetty_primary,14,1,30.6030303030303,612.0606060606061,0.3333333333333333,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_17,1,105,16,374.7,0,0,jetty_primary,9,1,23.41875,214.1142857142857,0.1523809523809524,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_11,1,92,15,349.2,0,0,jetty_primary,3,1,23.279999999999998,227.7391304347826,0.16304347826086957,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_13,1,97,24,532.8,0,0,jetty_primary,5,1,22.2,329.5670103092783,0.24742268041237114,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_20,1,118,24,721.4,0,0,jetty_primary,13,1,30.058333333333334,366.8135593220339,0.2033898305084746,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_7,1,107,27,797.9,0,0,jetty_primary,18,1,29.55185185185185,447.4205607476635,0.2523364485981308,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_18,1,98,17,392.3,0,0,jetty_primary,10,1,23.076470588235296,240.18367346938777,0.17346938775510204,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_5,1,112,19,436.0,0,0,jetty_primary,16,1,22.94736842105263,233.57142857142856,0.16964285714285715,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_8,1,106,34,989.6,0,0,jetty_primary,19,1,29.105882352941176,560.1509433962265,0.32075471698113206,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_1,0,0,0,0.0,0,0,jetty_primary,1,1,,,,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_6,0,0,0,0.0,0,0,jetty_primary,17,1,,,,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_9,0,0,0,0.0,0,0,jetty_primary,20,1,,,,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_15,0,0,0,0.0,0,0,jetty_primary,7,1,,,,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-23,shiptruck_19,0,0,0,0.0,0,0,jetty_primary,11,1,,,,7477.5,281,72.6470588235294,,,,,,,7477.5,1.0,0.0,1.0,,,7477.5,7477.5
2023-01-30,shiptruck_18,1,99,26,559.1,0,0,jetty_primary,10,1,21.503846153846155,338.8484848484849,0.26262626262626265,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,7477.5,8212.0
2023-01-30,shiptruck_1,1,107,16,418.2,0,0,jetty_primary,1,1,26.1375,234.50467289719623,0.14953271028037382,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,8946.5
2023-01-30,shiptruck_2,1,111,34,803.0,1,0,jetty_primary,12,1,23.61764705882353,434.054054054054,0.3063063063063063,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,9681.0
2023-01-30,shiptruck_6,1,108,26,718.0,0,0,jetty_primary,17,1,27.615384615384617,398.88888888888886,0.24074074074074073,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_8,1,102,27,629.6,0,0,jetty_primary,19,1,23.31851851851852,370.3529411764706,0.2647058823529412,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_17,1,98,21,482.0,0,0,jetty_primary,9,1,22.952380952380953,295.10204081632656,0.21428571428571427,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_11,1,114,15,402.1,0,1,jetty_primary,3,1,26.80666666666667,211.63157894736844,0.13157894736842105,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_20,1,104,30,848.2,0,0,jetty_primary,13,1,28.273333333333333,489.34615384615387,0.28846153846153844,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_14,1,114,32,920.5,0,1,jetty_primary,6,1,28.765625,484.47368421052636,0.2807017543859649,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_15,1,92,30,794.7,0,1,jetty_primary,7,1,26.490000000000002,518.2826086956521,0.32608695652173914,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_19,1,101,22,649.9,0,0,jetty_primary,11,1,29.54090909090909,386.07920792079204,0.21782178217821782,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_10,1,117,19,549.2,0,0,jetty_primary,2,1,28.90526315789474,281.6410256410257,0.1623931623931624,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_5,1,110,34,855.8,1,0,jetty_primary,16,1,25.170588235294115,466.8,0.3090909090909091,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_13,1,91,24,720.1,0,0,jetty_primary,5,1,30.004166666666666,474.7912087912088,0.26373626373626374,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_7,1,111,15,370.0,0,0,jetty_primary,18,1,24.666666666666668,200.0,0.13513513513513514,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_9,1,111,31,695.1,0,0,jetty_primary,20,1,22.42258064516129,375.72972972972974,0.27927927927927926,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_3,0,0,0,0.0,0,0,jetty_primary,14,1,,,,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_4,0,0,0,0.0,0,0,jetty_primary,15,1,,,,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-01-30,shiptruck_12,0,0,0,0.0,0,0,jetty_primary,4,1,,,,10415.5,402,88.94736842105263,,,,,,,10415.5,1.0,0.0,1.0,,,10415.5,10415.5
2023-02-06,shiptruck_8,1,116,32,724.2,0,1,jetty_primary,19,1,22.63125,374.58620689655174,0.27586206896551724,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,10415.5,10233.300000000001
2023-02-06,shiptruck_11,1,105,29,832.0,0,0,jetty_primary,3,1,28.689655172413794,475.42857142857144,0.2761904761904762,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,10051.1
2023-02-06,shiptruck_6,1,95,16,437.2,0,0,jetty_primary,17,1,27.325,276.12631578947367,0.16842105263157894,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9868.900000000001
2023-02-06,shiptruck_14,1,91,34,1011.4,0,0,jetty_primary,6,1,29.74705882352941,666.8571428571429,0.37362637362637363,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_7,1,108,31,835.8,0,0,jetty_primary,18,1,26.961290322580645,464.3333333333333,0.28703703703703703,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_17,1,109,19,450.6,0,0,jetty_primary,9,1,23.71578947368421,248.03669724770643,0.1743119266055046,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_2,1,100,33,975.8,0,0,jetty_primary,12,1,29.569696969696967,585.4799999999999,0.33,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_13,1,93,22,544.9,0,0,jetty_primary,5,1,24.768181818181816,351.54838709677415,0.23655913978494625,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_12,1,107,33,830.6,0,0,jetty_primary,4,1,25.16969696969697,465.75700934579436,0.308411214953271,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_4,1,95,15,389.8,0,0,jetty_primary,15,1,25.986666666666668,246.18947368421055,0.15789473684210525,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_16,1,102,23,727.2,0,0,jetty_primary,8,1,31.617391304347827,427.764705882353,0.22549019607843138,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_15,1,105,31,987.4,0,0,jetty_primary,7,1,31.851612903225806,564.2285714285714,0.29523809523809524,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_19,1,116,33,939.8,0,0,jetty_primary,11,1,28.478787878787877,486.10344827586204,0.28448275862068967,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_1,0,0,0,0.0,0,0,jetty_primary,1,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_3,0,0,0,0.0,0,0,jetty_primary,14,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_5,0,0,0,0.0,0,0,jetty_primary,16,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_10,0,0,0,0.0,0,0,jetty_primary,2,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_18,0,0,0,0.0,0,0,jetty_primary,10,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-06,shiptruck_20,0,0,0,0.0,0,0,jetty_primary,13,1,,,,9686.7,351,70.63157894736842,,,,,,,9686.7,1.0,0.0,1.0,,,9686.7,9686.7
2023-02-13,shiptruck_8,1,98,19,535.8,0,0,jetty_primary,19,1,28.2,328.0408163265306,0.19387755102040816,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,9686.7,8896.325
2023-02-13,shiptruck_5,1,95,19,547.8,0,0,jetty_primary,16,1,28.831578947368417,345.978947368421,0.2,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,8105.950000000001
2023-02-13,shiptruck_1,1,93,25,751.7,0,0,jetty_primary,1,1,30.068,484.9677419354839,0.26881720430107525,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,7315.575000000001
2023-02-13,shiptruck_11,1,93,20,472.0,0,0,jetty_primary,3,1,23.6,304.51612903225805,0.21505376344086022,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_6,1,102,26,655.0,0,0,jetty_primary,17,1,25.192307692307693,385.29411764705884,0.2549019607843137,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_16,1,106,26,592.2,0,0,jetty_primary,8,1,22.77692307692308,335.20754716981133,0.24528301886792453,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_19,1,93,27,623.4,0,0,jetty_primary,11,1,23.08888888888889,402.19354838709677,0.2903225806451613,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_2,1,101,16,476.7,0,0,jetty_primary,12,1,29.79375,283.18811881188117,0.15841584158415842,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_14,1,100,29,845.0,0,0,jetty_primary,6,1,29.137931034482758,507.0,0.29,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_3,1,117,26,583.0,0,1,jetty_primary,14,1,22.423076923076923,298.974358974359,0.2222222222222222,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_10,1,92,15,442.6,0,0,jetty_primary,2,1,29.506666666666668,288.6521739130435,0.16304347826086957,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_4,0,0,0,0.0,0,0,jetty_primary,15,1,,,,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_7,0,0,0,0.0,0,0,jetty_primary,18,1,,,,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_9,0,0,0,0.0,0,0,jetty_primary,20,1,,,,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
2023-02-13,shiptruck_12,0,0,0,0.0,0,0,jetty_primary,4,1,,,,6525.2,248,60.55555555555556,,,,,,,6525.2,1.0,0.0,1.0,,,6525.2,6525.2
