week_start,truck_id,allocated_for_shipping,avg_cycle_time_min,trip_count,tonnage_moved_ton,road_flood_flag,crossing_queue_flag,jetty_id
2023-01-16,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-01-16,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-01-23,shiptruck_10,1,108,19,485.3,0,0,jetty_primary
2023-01-23,shiptruck_16,1,103,34,884.9,0,0,jetty_primary
2023-01-23,shiptruck_4,1,90,19,503.5,1,1,jetty_primary
2023-01-23,shiptruck_3,1,99,33,1009.9,0,0,jetty_primary
2023-01-23,shiptruck_17,1,105,16,374.7,0,0,jetty_primary
2023-01-23,shiptruck_11,1,92,15,349.2,0,0,jetty_primary
2023-01-23,shiptruck_13,1,97,24,532.8,0,0,jetty_primary
2023-01-23,shiptruck_20,1,118,24,721.4,0,0,jetty_primary
2023-01-23,shiptruck_7,1,107,27,797.9,0,0,jetty_primary
2023-01-23,shiptruck_18,1,98,17,392.3,0,0,jetty_primary
2023-01-23,shiptruck_5,1,112,19,436.0,0,0,jetty_primary
2023-01-23,shiptruck_8,1,106,34,989.6,0,0,jetty_primary
2023-01-23,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-01-23,shiptruck_2,0,0,0,0.0,0,0,jetty_secondary
2023-01-23,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-01-23,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-01-23,shiptruck_12,0,0,0,0.0,0,0,jetty_secondary
2023-01-23,shiptruck_14,0,0,0,0.0,0,0,jetty_secondary
2023-01-23,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-01-23,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-01-30,shiptruck_18,1,99,26,559.1,0,0,jetty_primary
2023-01-30,shiptruck_1,1,107,16,418.2,0,0,jetty_primary
2023-01-30,shiptruck_2,1,111,34,803.0,1,0,jetty_primary
2023-01-30,shiptruck_6,1,108,26,718.0,0,0,jetty_primary
2023-01-30,shiptruck_8,1,102,27,629.6,0,0,jetty_primary
2023-01-30,shiptruck_17,1,98,21,482.0,0,0,jetty_primary
2023-01-30,shiptruck_11,1,114,15,402.1,0,1,jetty_primary
2023-01-30,shiptruck_20,1,104,30,848.2,0,0,jetty_primary
2023-01-30,shiptruck_14,1,114,32,920.5,0,1,jetty_primary
2023-01-30,shiptruck_15,1,92,30,794.7,0,1,jetty_primary
2023-01-30,shiptruck_19,1,101,22,649.9,0,0,jetty_primary
2023-01-30,shiptruck_10,1,117,19,549.2,0,0,jetty_primary
2023-01-30,shiptruck_5,1,110,34,855.8,1,0,jetty_primary
2023-01-30,shiptruck_13,1,91,24,720.1,0,0,jetty_primary
2023-01-30,shiptruck_7,1,111,15,370.0,0,0,jetty_primary
2023-01-30,shiptruck_9,1,111,31,695.1,0,0,jetty_primary
2023-01-30,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-01-30,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-01-30,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-01-30,shiptruck_16,0,0,0,0.0,0,0,jetty_secondary
2023-02-06,shiptruck_8,1,116,32,724.2,0,1,jetty_primary
2023-02-06,shiptruck_11,1,105,29,832.0,0,0,jetty_primary
2023-02-06,shiptruck_6,1,95,16,437.2,0,0,jetty_primary
2023-02-06,shiptruck_14,1,91,34,1011.4,0,0,jetty_primary
2023-02-06,shiptruck_7,1,108,31,835.8,0,0,jetty_primary
2023-02-06,shiptruck_17,1,109,19,450.6,0,0,jetty_primary
2023-02-06,shiptruck_2,1,100,33,975.8,0,0,jetty_primary
2023-02-06,shiptruck_13,1,93,22,544.9,0,0,jetty_primary
2023-02-06,shiptruck_12,1,107,33,830.6,0,0,jetty_primary
2023-02-06,shiptruck_4,1,95,15,389.8,0,0,jetty_primary
2023-02-06,shiptruck_16,1,102,23,727.2,0,0,jetty_primary
2023-02-06,shiptruck_15,1,105,31,987.4,0,0,jetty_primary
2023-02-06,shiptruck_9,1,166,28,881.5,0,0,jetty_secondary
2023-02-06,shiptruck_19,1,116,33,939.8,0,0,jetty_primary
2023-02-06,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-02-06,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-02-06,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-02-06,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-02-06,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-02-06,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_8,1,98,19,535.8,0,0,jetty_primary
2023-02-13,shiptruck_5,1,95,19,547.8,0,0,jetty_primary
2023-02-13,shiptruck_1,1,93,25,751.7,0,0,jetty_primary
2023-02-13,shiptruck_11,1,93,20,472.0,0,0,jetty_primary
2023-02-13,shiptruck_18,1,149,20,503.3,0,0,jetty_secondary
2023-02-13,shiptruck_6,1,102,26,655.0,0,0,jetty_primary
2023-02-13,shiptruck_16,1,106,26,592.2,0,0,jetty_primary
2023-02-13,shiptruck_19,1,93,27,623.4,0,0,jetty_primary
2023-02-13,shiptruck_2,1,101,16,476.7,0,0,jetty_primary
2023-02-13,shiptruck_14,1,100,29,845.0,0,0,jetty_primary
2023-02-13,shiptruck_3,1,117,26,583.0,0,1,jetty_primary
2023-02-13,shiptruck_10,1,92,15,442.6,0,0,jetty_primary
2023-02-13,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-02-13,shiptruck_20,0,0,0,0.0,0,0,jetty_secondary
2023-02-20,shiptruck_13,1,96,33,934.5,0,0,jetty_primary
2023-02-20,shiptruck_4,1,104,29,654.9,0,0,jetty_primary
2023-02-20,shiptruck_12,1,90,19,509.1,0,0,jetty_primary
2023-02-20,shiptruck_5,1,99,15,419.5,0,0,jetty_primary
2023-02-20,shiptruck_2,1,113,29,802.7,0,0,jetty_primary
2023-02-20,shiptruck_20,1,108,33,835.5,0,0,jetty_primary
2023-02-20,shiptruck_15,1,99,22,576.0,0,0,jetty_primary
2023-02-20,shiptruck_9,1,115,27,778.1,0,0,jetty_primary
2023-02-20,shiptruck_11,1,101,26,685.7,0,0,jetty_primary
2023-02-20,shiptruck_16,1,106,23,591.8,0,0,jetty_primary
2023-02-20,shiptruck_1,1,120,28,770.2,0,0,jetty_secondary
2023-02-20,shiptruck_6,1,173,33,961.8,0,0,jetty_secondary
2023-02-20,shiptruck_3,1,114,23,552.6,0,1,jetty_primary
2023-02-20,shiptruck_14,1,107,16,363.5,0,1,jetty_primary
2023-02-20,shiptruck_17,1,114,21,524.4,0,0,jetty_primary
2023-02-20,shiptruck_7,1,111,32,836.6,1,0,jetty_primary
2023-02-20,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-02-20,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-02-20,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-02-20,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_5,1,93,15,449.4,1,0,jetty_primary
2023-02-27,shiptruck_10,1,103,16,341.0,0,0,jetty_primary
2023-02-27,shiptruck_7,1,90,17,473.1,0,0,jetty_primary
2023-02-27,shiptruck_15,1,94,17,420.1,0,0,jetty_primary
2023-02-27,shiptruck_11,1,103,28,740.4,0,0,jetty_primary
2023-02-27,shiptruck_4,1,107,21,613.0,0,0,jetty_primary
2023-02-27,shiptruck_6,1,93,32,783.0,0,0,jetty_primary
2023-02-27,shiptruck_9,1,92,26,664.2,0,0,jetty_primary
2023-02-27,shiptruck_12,1,101,17,451.0,0,0,jetty_primary
2023-02-27,shiptruck_16,1,116,28,807.2,0,0,jetty_primary
2023-02-27,shiptruck_1,1,97,16,462.4,0,0,jetty_primary
2023-02-27,shiptruck_2,1,177,27,615.8,0,1,jetty_secondary
2023-02-27,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-02-27,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_3,1,110,18,425.0,0,0,jetty_primary
2023-03-06,shiptruck_11,1,106,21,609.3,0,0,jetty_primary
2023-03-06,shiptruck_15,1,124,15,435.1,0,0,jetty_secondary
2023-03-06,shiptruck_19,1,119,27,640.5,0,0,jetty_primary
2023-03-06,shiptruck_16,1,90,25,714.8,0,0,jetty_primary
2023-03-06,shiptruck_18,1,101,33,899.9,0,0,jetty_primary
2023-03-06,shiptruck_20,1,136,24,708.5,0,0,jetty_secondary
2023-03-06,shiptruck_4,1,97,31,886.4,0,1,jetty_primary
2023-03-06,shiptruck_14,1,131,29,843.2,0,0,jetty_secondary
2023-03-06,shiptruck_17,1,106,21,562.2,0,0,jetty_primary
2023-03-06,shiptruck_1,1,118,32,837.3,0,0,jetty_primary
2023-03-06,shiptruck_10,1,113,17,414.8,0,0,jetty_primary
2023-03-06,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-03-06,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_14,1,109,19,415.1,0,0,jetty_primary
2023-03-13,shiptruck_9,1,93,32,792.7,0,1,jetty_primary
2023-03-13,shiptruck_6,1,106,18,569.0,0,0,jetty_primary
2023-03-13,shiptruck_15,1,165,25,563.4,1,0,jetty_secondary
2023-03-13,shiptruck_12,1,173,33,959.0,0,0,jetty_secondary
2023-03-13,shiptruck_8,1,175,20,496.4,1,1,jetty_secondary
2023-03-13,shiptruck_19,1,177,31,950.2,0,1,jetty_secondary
2023-03-13,shiptruck_16,1,92,20,591.9,0,1,jetty_primary
2023-03-13,shiptruck_5,1,100,23,645.1,0,1,jetty_primary
2023-03-13,shiptruck_1,1,131,24,699.3,1,0,jetty_secondary
2023-03-13,shiptruck_4,1,117,29,762.1,0,0,jetty_primary
2023-03-13,shiptruck_7,1,117,30,825.8,0,1,jetty_primary
2023-03-13,shiptruck_11,1,108,17,498.4,0,1,jetty_primary
2023-03-13,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-03-13,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_15,1,96,16,362.4,0,0,jetty_primary
2023-03-20,shiptruck_1,1,102,17,448.0,0,0,jetty_primary
2023-03-20,shiptruck_12,1,117,29,723.5,1,0,jetty_primary
2023-03-20,shiptruck_8,1,116,31,856.4,0,0,jetty_primary
2023-03-20,shiptruck_19,1,107,32,819.6,0,0,jetty_primary
2023-03-20,shiptruck_2,1,90,20,472.6,0,0,jetty_primary
2023-03-20,shiptruck_14,1,93,31,749.2,0,0,jetty_primary
2023-03-20,shiptruck_18,1,109,16,410.1,0,1,jetty_primary
2023-03-20,shiptruck_16,1,117,29,768.6,0,0,jetty_primary
2023-03-20,shiptruck_17,1,120,20,453.1,0,0,jetty_secondary
2023-03-20,shiptruck_3,1,104,26,720.4,0,0,jetty_primary
2023-03-20,shiptruck_9,1,116,28,674.2,0,0,jetty_primary
2023-03-20,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_5,0,0,0,0.0,0,0,jetty_secondary
2023-03-20,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-03-20,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_7,1,111,33,913.0,0,0,jetty_primary
2023-03-27,shiptruck_4,1,111,34,770.1,0,0,jetty_primary
2023-03-27,shiptruck_10,1,90,23,536.2,0,0,jetty_primary
2023-03-27,shiptruck_9,1,145,28,885.4,0,0,jetty_secondary
2023-03-27,shiptruck_14,1,100,17,463.8,0,0,jetty_primary
2023-03-27,shiptruck_12,1,101,22,648.7,0,0,jetty_primary
2023-03-27,shiptruck_3,1,96,25,633.7,0,0,jetty_primary
2023-03-27,shiptruck_15,1,98,24,534.2,0,0,jetty_primary
2023-03-27,shiptruck_20,1,115,33,917.6,0,1,jetty_primary
2023-03-27,shiptruck_19,1,108,26,576.0,0,0,jetty_primary
2023-03-27,shiptruck_18,1,116,17,514.6,0,0,jetty_primary
2023-03-27,shiptruck_5,1,96,26,608.9,0,0,jetty_primary
2023-03-27,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_8,0,0,0,0.0,0,0,jetty_secondary
2023-03-27,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-03-27,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-04-03,shiptruck_11,1,119,24,541.7,0,0,jetty_primary
2023-04-03,shiptruck_17,1,117,29,842.6,0,0,jetty_primary
2023-04-03,shiptruck_19,1,114,16,395.6,0,0,jetty_primary
2023-04-03,shiptruck_9,1,102,29,845.3,0,0,jetty_primary
2023-04-03,shiptruck_1,1,119,23,514.6,0,1,jetty_primary
2023-04-03,shiptruck_8,1,111,34,1021.6,0,0,jetty_primary
2023-04-03,shiptruck_18,1,113,26,755.9,0,0,jetty_primary
2023-04-03,shiptruck_5,1,107,28,627.8,0,0,jetty_primary
2023-04-03,shiptruck_12,1,92,20,547.2,0,0,jetty_primary
2023-04-03,shiptruck_16,1,99,34,885.4,0,0,jetty_primary
2023-04-03,shiptruck_14,1,118,21,605.8,0,0,jetty_primary
2023-04-03,shiptruck_13,1,119,27,695.9,0,0,jetty_primary
2023-04-03,shiptruck_3,1,120,22,618.3,0,0,jetty_secondary
2023-04-03,shiptruck_10,1,115,25,724.0,0,0,jetty_primary
2023-04-03,shiptruck_7,1,106,26,773.4,0,0,jetty_primary
2023-04-03,shiptruck_2,0,0,0,0.0,0,0,jetty_secondary
2023-04-03,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-04-03,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-04-03,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-04-03,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_18,1,132,23,637.1,0,0,jetty_secondary
2023-04-10,shiptruck_8,1,114,29,642.8,0,0,jetty_primary
2023-04-10,shiptruck_3,1,114,15,339.2,0,0,jetty_primary
2023-04-10,shiptruck_12,1,97,28,881.5,0,0,jetty_primary
2023-04-10,shiptruck_10,1,121,20,540.2,0,0,jetty_secondary
2023-04-10,shiptruck_7,1,104,26,663.1,0,0,jetty_primary
2023-04-10,shiptruck_20,1,116,25,630.4,0,0,jetty_primary
2023-04-10,shiptruck_15,1,114,18,416.0,1,0,jetty_primary
2023-04-10,shiptruck_2,1,118,18,458.6,0,0,jetty_primary
2023-04-10,shiptruck_4,1,105,24,619.4,0,1,jetty_primary
2023-04-10,shiptruck_11,1,119,25,711.5,0,0,jetty_primary
2023-04-10,shiptruck_14,1,113,31,915.4,0,0,jetty_primary
2023-04-10,shiptruck_5,1,111,15,433.3,0,0,jetty_primary
2023-04-10,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-04-10,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_14,1,106,30,795.4,0,0,jetty_primary
2023-04-17,shiptruck_6,1,103,27,801.6,1,0,jetty_primary
2023-04-17,shiptruck_8,1,92,24,644.1,0,0,jetty_primary
2023-04-17,shiptruck_11,1,103,33,852.3,0,0,jetty_primary
2023-04-17,shiptruck_13,1,97,19,432.0,0,0,jetty_primary
2023-04-17,shiptruck_20,1,96,18,419.9,0,0,jetty_primary
2023-04-17,shiptruck_16,1,97,20,585.7,0,0,jetty_primary
2023-04-17,shiptruck_15,1,95,16,440.4,0,1,jetty_primary
2023-04-17,shiptruck_1,1,109,22,598.1,1,0,jetty_primary
2023-04-17,shiptruck_17,1,114,30,876.9,0,0,jetty_primary
2023-04-17,shiptruck_3,1,101,22,552.9,0,0,jetty_primary
2023-04-17,shiptruck_2,1,173,19,501.5,0,0,jetty_secondary
2023-04-17,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-04-17,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-04-24,shiptruck_10,1,162,29,788.8,0,0,jetty_secondary
2023-04-24,shiptruck_15,1,95,32,792.7,0,0,jetty_primary
2023-04-24,shiptruck_19,1,96,34,989.9,0,0,jetty_primary
2023-04-24,shiptruck_7,1,103,34,808.1,0,0,jetty_primary
2023-04-24,shiptruck_8,1,93,28,637.4,0,0,jetty_primary
2023-04-24,shiptruck_14,1,98,20,605.0,0,0,jetty_primary
2023-04-24,shiptruck_6,1,104,18,450.6,0,0,jetty_primary
2023-04-24,shiptruck_4,1,119,16,429.1,0,0,jetty_primary
2023-04-24,shiptruck_3,1,91,25,556.3,0,1,jetty_primary
2023-04-24,shiptruck_20,1,92,23,538.9,0,0,jetty_primary
2023-04-24,shiptruck_12,1,97,31,819.5,0,0,jetty_primary
2023-04-24,shiptruck_16,1,96,32,871.1,0,0,jetty_primary
2023-04-24,shiptruck_11,1,117,28,801.5,0,0,jetty_primary
2023-04-24,shiptruck_17,1,116,20,537.1,0,0,jetty_primary
2023-04-24,shiptruck_5,1,110,32,807.3,0,0,jetty_primary
2023-04-24,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-04-24,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-04-24,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-04-24,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-04-24,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-05-01,shiptruck_14,1,90,24,532.8,0,0,jetty_primary
2023-05-01,shiptruck_19,1,91,22,603.0,0,0,jetty_primary
2023-05-01,shiptruck_20,1,108,19,424.8,0,0,jetty_primary
2023-05-01,shiptruck_11,1,90,27,624.8,0,1,jetty_primary
2023-05-01,shiptruck_12,1,115,28,693.8,0,0,jetty_primary
2023-05-01,shiptruck_7,1,100,19,504.7,0,0,jetty_primary
2023-05-01,shiptruck_17,1,105,31,919.5,0,0,jetty_primary
2023-05-01,shiptruck_15,1,106,18,467.4,0,0,jetty_primary
2023-05-01,shiptruck_1,1,107,24,600.3,0,0,jetty_primary
2023-05-01,shiptruck_5,1,105,16,480.8,1,0,jetty_primary
2023-05-01,shiptruck_10,1,116,28,867.6,1,0,jetty_primary
2023-05-01,shiptruck_6,1,108,28,640.2,0,0,jetty_primary
2023-05-01,shiptruck_4,1,106,26,776.0,0,0,jetty_primary
2023-05-01,shiptruck_13,1,165,22,592.0,0,0,jetty_secondary
2023-05-01,shiptruck_9,1,114,27,604.3,0,0,jetty_primary
2023-05-01,shiptruck_2,0,0,0,0.0,0,0,jetty_secondary
2023-05-01,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-05-01,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-05-01,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-05-01,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_18,1,91,25,747.0,0,0,jetty_primary
2023-05-08,shiptruck_2,1,98,30,896.4,0,0,jetty_primary
2023-05-08,shiptruck_6,1,106,28,873.9,0,0,jetty_primary
2023-05-08,shiptruck_11,1,112,20,576.1,0,0,jetty_primary
2023-05-08,shiptruck_16,1,99,17,513.9,0,0,jetty_primary
2023-05-08,shiptruck_20,1,95,28,680.6,0,0,jetty_primary
2023-05-08,shiptruck_14,1,118,28,647.5,0,0,jetty_primary
2023-05-08,shiptruck_4,1,119,16,378.6,0,0,jetty_primary
2023-05-08,shiptruck_1,1,108,27,845.3,0,0,jetty_primary
2023-05-08,shiptruck_13,1,93,31,839.5,0,0,jetty_primary
2023-05-08,shiptruck_17,1,104,25,778.2,0,0,jetty_primary
2023-05-08,shiptruck_10,1,105,29,825.7,0,0,jetty_primary
2023-05-08,shiptruck_3,0,0,0,0.0,0,0,jetty_secondary
2023-05-08,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_8,0,0,0,0.0,0,0,jetty_secondary
2023-05-08,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-05-08,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_16,1,154,15,443.0,0,0,jetty_secondary
2023-05-15,shiptruck_15,1,117,34,976.2,0,0,jetty_primary
2023-05-15,shiptruck_7,1,111,21,497.6,0,1,jetty_primary
